song,artist,duration,danceability,energy,acousticness,instrumentalness,liveness,loudness,speechiness,valence,tempo,cluster
Closer To Home (I'm Your Captain) - Remastered,Grand Funk Railroad,608933,0.299,0.6,0.31,0.014,0.104,-9.795,0.0329,0.483,94.356,5
The Race - Remastered 2005,Yello,489693,0.854,0.847,0.0262,0.603,0.219,-9.368,0.0975,0.167,121.732,3
Got to Be Real,Cheryl Lynn,307293,0.837,0.455,0.0296,0.589,0.0398,-15.326,0.0354,0.922,114.762,3
Silly Games,Janet Kay,236053,0.878,0.537,0.296,0.00189,0.0812,-7.836,0.0588,0.718,119.754,2
When,Kalin Twins,147000,0.646,0.571,0.295,9.31e-06,0.319,-6.614,0.0299,0.953,92.919,2
Magnets,Disclosure,199245,0.704,0.628,0.0626,1.49e-06,0.103,-7.882,0.162,0.654,92.005,2
Touch Absence,Lanark Artefax,351541,0.769,0.988,0.00589,0.814,0.272,-6.808,0.0609,0.634,124.948,3
Can I Play with Madness - 1998 Remaster,Iron Maiden,211026,0.312,0.962,0.0678,0.0,0.272,-6.586,0.0854,0.572,141.892,4
Ladies Night,Kool & The Gang,385506,0.657,0.447,0.151,2.15e-05,0.0432,-15.75,0.143,0.917,111.815,2
Dream Land,Bunny Wailer,165893,0.807,0.494,0.36,0.00983,0.044,-13.028,0.19,0.96,146.07,2
Long Distance Call,Muddy Waters,158973,0.496,0.326,0.833,0.00125,0.195,-9.237,0.0394,0.55,185.138,0
Standing On The Verge Of Getting It On,Funkadelic,307266,0.747,0.777,0.0582,0.0,0.339,-7.374,0.123,0.757,116.142,2
You,Gold Panda,216373,0.505,0.955,0.000905,0.835,0.322,-4.84,0.0814,0.655,179.856,3
Abandoned Love - Studio Outtake - 1975,Bob Dylan,267240,0.583,0.507,0.122,2.11e-06,0.104,-11.7,0.0274,0.794,98.427,2
Different Drum,Stone Poneys,159973,0.46,0.389,0.349,0.0,0.0533,-11.603,0.031,0.606,123.213,0
I Want You Back,Hoodoo Gurus,192240,0.428,0.944,0.000991,0.0,0.0578,-2.9,0.0346,0.529,91.445,4
Nothing Has Been Proved,Dusty Springfield,282560,0.568,0.585,0.145,8.51e-06,0.0708,-12.857,0.0372,0.744,164.059,2
Take a Walk,Passion Pit,264493,0.566,0.755,0.0338,0.0,0.315,-5.526,0.0368,0.445,101.006,4
Live Wire,Mötley Crüe,194586,0.422,0.901,9.22e-05,6.78e-06,0.56,-6.655,0.0631,0.673,112.445,1
Eastern Standard Time,Don Drummond,195173,0.788,0.548,0.416,0.152,0.0753,-9.097,0.0604,0.909,62.126,2
Everything's Gone Green - Edit,New Order,250680,0.665,0.994,0.000965,0.622,0.178,-5.222,0.0426,0.617,127.64,3
Come Into My Life (Radio Mix),Joyce Sims,228480,0.476,0.845,0.179,0.373,0.0441,-5.574,0.0451,0.818,94.491,2
Let's Hang On - 2007 Remaster,Frankie Valli & The Four Seasons,197813,0.646,0.718,0.374,0.0,0.199,-5.485,0.0488,0.708,128.502,2
Giddy Stratospheres,The Long Blondes,306400,0.579,0.845,0.00169,1.9e-05,0.252,-5.669,0.0394,0.616,137.661,4
Patricia,Pérez Prado,139760,0.715,0.554,0.104,0.148,0.0647,-7.202,0.0461,0.678,138.836,2
Angela Surf City,The Walkmen,199440,0.282,0.901,0.000586,0.000174,0.131,-6.113,0.0646,0.339,176.823,4
We Almost Lost Detroit,Gil Scott-Heron & Brian Jackson,321040,0.434,0.441,0.731,0.0148,0.0871,-12.769,0.0652,0.466,148.348,0
Yo No Soy Rebelde,Los Locos Del Ritmo,80764,0.677,0.716,0.899,0.00684,0.0836,-8.777,0.145,0.945,108.955,2
Walking in My Shoes,Depeche Mode,326106,0.538,0.711,0.111,5.53e-06,0.237,-9.748,0.0287,0.502,93.08,4
Kiss an Angel Good Mornin',Charley Pride,123466,0.665,0.512,0.581,0.0,0.371,-10.704,0.03,0.87,130.578,2
Sometimes It Snows in April,Prince,409000,0.494,0.0644,0.833,0.0,0.0969,-23.939,0.0402,0.0622,103.757,0
Mothership Reconnection - Daft Punk Remix,Scott Grooves,440160,0.79,0.692,0.0616,0.677,0.0482,-8.351,0.271,0.767,126.111,6
After hours,Erskine Hawkins,203800,0.646,0.125,0.917,0.946,0.0877,-19.349,0.0614,0.382,83.857,0
The Mooche,Duke Ellington,194093,0.652,0.316,0.947,0.573,0.334,-10.274,0.0464,0.481,122.01,0
Long As I Can See The Light,Creedence Clearwater Revival,210866,0.685,0.403,0.371,0.00025,0.0687,-6.921,0.0409,0.542,63.87,2
The Longest Time,Billy Joel,217906,0.637,0.333,0.181,0.0,0.147,-9.603,0.0262,0.588,84.347,2
"Look What They've Done To My Song, Ma",Melanie,242826,0.492,0.271,0.698,0.0,0.14,-8.109,0.0349,0.64,71.563,0
California,Joni Mitchell,230226,0.464,0.328,0.905,0.0,0.135,-9.005,0.0407,0.784,70.859,0
More Than A Woman (2007 Remastered Saturday Night Fever LP Version),Bee Gees,197573,0.6,0.708,0.16,0.000139,0.446,-6.249,0.038,0.693,106.167,1
Sleeping Satellite,Tasmin Archer,281853,0.6,0.824,0.171,0.000225,0.258,-9.864,0.027,0.749,96.075,2
Seasun,Delorean,269386,0.549,0.821,0.000318,0.236,0.0877,-6.421,0.0345,0.174,119.984,4
Mona Lisa,Slick Rick,245866,0.929,0.642,0.0527,9.16e-06,0.0587,-12.079,0.189,0.77,106.882,6
Line For Lyons,Gerry Mulligan,186440,0.555,0.133,0.927,0.762,0.115,-16.713,0.135,0.421,173.225,0
Unchained - 2015 Remaster,Van Halen,209205,0.528,0.875,0.0145,0.0,0.138,-5.912,0.0436,0.479,136.83,4
Natural Mystic,Bob Marley & The Wailers,207733,0.868,0.281,0.0515,6.95e-05,0.114,-12.621,0.34,0.795,131.193,6
Supplique pour être enterré à la plage de Sète,Georges Brassens,438400,0.758,0.198,0.863,2.39e-05,0.118,-12.867,0.212,0.756,122.644,0
Little Bitty Pretty One,Bobby Day,148893,0.66,0.717,0.637,0.0183,0.0533,-4.553,0.236,0.942,171.263,6
An American in Paris,George Gershwin,957840,0.278,0.33,0.905,0.834,0.157,-15.098,0.0731,0.239,80.704,5
Tame,Pixies,115693,0.562,0.56,0.00141,0.762,0.28,-13.551,0.0724,0.919,137.475,3
To the Last Whale... / Critical Mass / Wind on the Water,"Crosby, Stills & Nash",330493,0.407,0.11,0.847,0.0163,0.104,-19.956,0.0337,0.131,107.864,0
Who Do You Love,Ronnie Hawkins,160253,0.451,0.768,0.0138,0.000103,0.28,-5.424,0.0503,0.703,115.992,4
Storm,Godspeed You! Black Emperor,1352413,0.102,0.614,0.21,0.714,0.0996,-9.433,0.0649,0.0379,182.349,5
Line Up,Lennie Tristano,214373,0.509,0.386,0.751,0.0,0.164,-14.09,0.0299,0.643,131.354,0
1st Of Tha Month,Bone Thugs-N-Harmony,273933,0.748,0.475,0.246,1.9e-06,0.19,-11.041,0.258,0.509,148.077,6
Hi Hi Hi,Wings,188173,0.539,0.656,0.0156,3.49e-06,0.303,-7.194,0.0449,0.783,132.4,2
Don't Bring Me Down (Bonus Track),The Animals,196653,0.53,0.789,0.357,0.0836,0.121,-5.662,0.046,0.784,116.82,2
Homemade Dynamite,Lorde,189796,0.771,0.431,0.287,2.75e-06,0.0934,-5.423,0.0577,0.268,107.047,2
Flip Flop And Fly,Big Joe Turner,168973,0.756,0.265,0.674,0.0,0.0988,-11.355,0.126,0.881,164.184,2
La chanson des vieux amants,Jacques Brel,271066,0.281,0.294,0.882,0.00018,0.129,-9.763,0.0284,0.233,61.464,0
Lemonade,SOPHIE,118727,0.832,0.652,0.298,0.0,0.107,-5.275,0.389,0.85,71.55,6
Heroin,Superpitcher,420684,0.743,0.572,0.0267,0.74,0.0856,-13.212,0.0316,0.45,127.999,3
Viva Las Vegas,Elvis Presley,140600,0.571,0.601,0.741,0.0,0.244,-12.331,0.0535,0.804,145.03,2
Little Red Rooster - (Original Single Mono Version),The Rolling Stones,184506,0.724,0.437,0.0568,0.0604,0.129,-11.601,0.0428,0.661,109.346,2
Les loups sont entrés dans Paris,Serge Reggiani,293826,0.778,0.51,0.65,0.0,0.094,-11.808,0.451,0.591,132.269,6
One Summer Night,The Danleers,132705,0.53,0.265,0.873,0.0,0.122,-9.411,0.028,0.494,98.464,0
I Seen a Man Die,Scarface,272680,0.692,0.674,0.0022,0.0,0.359,-5.523,0.292,0.5,79.925,6
See No Evil - LP Remastered Version; Remastered Version,Television,238506,0.416,0.825,0.05,0.0346,0.105,-6.558,0.0336,0.855,144.986,4
Imagining My Man,Aldous Harding,351309,0.575,0.182,0.965,0.0139,0.114,-13.993,0.028,0.287,98.062,0
Le Courage des oiseaux - Remasterisé en 2012,Dominique A,153200,0.729,0.411,0.367,0.761,0.209,-11.317,0.0517,0.581,127.545,3
Need a Little Sugar in My Bowl,Bessie Smith,166893,0.703,0.027,0.992,0.0,0.154,-13.547,0.0519,0.379,75.292,0
Peter Gunn,Duane Eddy,151858,0.577,0.667,3.6e-06,0.893,0.191,-16.991,0.0309,0.965,116.833,3
Soul Finger,The Bar-Kays,142773,0.736,0.462,0.142,0.836,0.231,-15.0,0.031,0.859,115.845,3
Teen Angst (What The World Needs Now),Cracker,254400,0.398,0.947,0.00315,1.81e-06,0.295,-8.738,0.0479,0.563,157.032,4
White Punks On Dope,The Tubes,403826,0.282,0.895,0.000187,0.0,0.504,-7.66,0.0893,0.509,129.635,1
A Well Respected Man - Mono EP,The Kinks,161586,0.53,0.873,0.297,0.0,0.0521,-5.105,0.118,0.583,162.154,4
Things To Come,Dizzy Gillespie,169133,0.511,0.611,0.806,0.00359,0.374,-9.816,0.104,0.659,85.979,0
Ain't Nothing You Can Do - Single Version,"Bobby ""Blue"" Bland",148986,0.575,0.692,0.155,0.0,0.239,-7.391,0.117,0.959,116.669,2
Alexander's Ragtime Band,Arthur Collins & Byron Harlan,177293,0.611,0.329,0.996,0.0281,0.22,-11.307,0.0459,0.743,76.47,0
Tossin' And Turnin',Bobby Lewis,153760,0.534,0.796,0.197,0.0,0.0845,-6.49,0.0446,0.962,142.789,2
New San Antonio Rose,Bob Wills & His Texas Playboys,153600,0.674,0.302,0.962,0.783,0.136,-14.069,0.0366,0.844,106.175,3
Footprints - Remastered,Wayne Shorter,449773,0.53,0.454,0.768,0.116,0.113,-11.19,0.028,0.492,135.947,0
People Got A Lotta Nerve,Neko Case,151026,0.412,0.797,0.0363,1.33e-05,0.122,-5.321,0.0391,0.559,137.386,4
Desert Rose,Sting,285960,0.586,0.659,0.011,0.0,0.106,-7.92,0.0304,0.147,111.989,4
Mountains,Prince,237626,0.652,0.741,0.0611,0.000177,0.0708,-12.071,0.0342,0.429,102.084,2
What's A Girl To Do?,Bat For Lashes,178680,0.608,0.575,0.633,7.89e-05,0.114,-6.139,0.0318,0.366,116.488,2
Destroy The Heart,The House of Love,162986,0.374,0.93,8.56e-05,0.00161,0.172,-5.961,0.0516,0.382,143.769,4
Antidote,Travis Scott,262693,0.713,0.526,0.00767,0.000148,0.124,-5.046,0.032,0.131,131.05,4
Heaven,Bryan Adams,243360,0.383,0.573,0.0545,1.13e-06,0.124,-7.315,0.0267,0.341,139.541,4
Wishlist,Pearl Jam,206773,0.63,0.341,0.0272,0.00214,0.0823,-9.428,0.0348,0.102,114.943,0
My True Love,Jack Scott,165293,0.554,0.189,0.915,1.37e-05,0.132,-14.277,0.0279,0.214,136.714,0
Sweet City Woman,Stampeders,207426,0.696,0.736,0.255,0.0,0.117,-7.283,0.048,0.917,88.133,2
Gravity's Rainbow,Klaxons,156986,0.439,0.881,0.000582,0.0113,0.142,-3.208,0.0427,0.509,143.088,4
Summertime,Sarah Vaughan,197800,0.29,0.256,0.954,0.0,0.111,-10.555,0.0284,0.231,141.474,0
Glamour Girl,Chicks On Speed,375326,0.758,0.819,0.0594,0.0242,0.787,-7.699,0.0597,0.852,132.023,1
Here Comes the Hotstepper - Heartical Mix,Ini Kamoze,250466,0.889,0.454,0.0141,0.000186,0.203,-8.598,0.221,0.436,100.36,6
Big Rock Candy Mountain,Harry McClintock,137693,0.672,0.169,0.993,0.0103,0.121,-15.217,0.155,0.65,93.831,0
Roygbiv,Boards of Canada,151520,0.631,0.521,0.0201,0.923,0.103,-10.312,0.063,0.118,84.033,3
Michael,Franz Ferdinand,201306,0.425,0.874,0.00591,0.000261,0.202,-6.69,0.0429,0.805,158.517,4
Ciervos,Astro,209773,0.705,0.843,0.195,0.231,0.102,-5.224,0.0485,0.83,73.986,2
More Love,Smokey Robinson & The Miracles,168800,0.407,0.45,0.877,0.0,0.248,-10.041,0.0289,0.816,106.677,0
Eruption - 2015 Remaster,Van Halen,102080,0.225,0.689,0.469,0.813,0.337,-9.12,0.0555,0.5,93.798,3
Digression,Lennie Tristano Sextet,184466,0.379,0.112,0.986,0.902,0.105,-18.464,0.0324,0.131,98.95,0
I'm Going Home - Live,Ten Years After,384253,0.481,0.842,0.254,0.195,0.654,-9.107,0.12,0.351,106.272,1
ill Manors,Plan B,226040,0.746,0.92,0.175,0.0,0.198,-3.679,0.101,0.707,133.921,2
Ramblin' Man - Single Version,Hank Williams,181666,0.576,0.125,0.903,0.0,0.0971,-15.652,0.0334,0.447,104.515,0
Sealed with a Kiss,Brian Hyland,162666,0.456,0.297,0.895,0.0,0.131,-12.186,0.0285,0.571,90.462,0
Alabama,John Coltrane,308933,0.428,0.0768,0.774,0.0487,0.123,-17.412,0.0413,0.112,107.712,0
Niggers Are Scared of Revolution,The Last Poets,316733,0.685,0.747,0.766,0.0,0.336,-10.801,0.297,0.858,113.436,6
Girl U Want,DEVO,177173,0.716,0.364,0.284,3.39e-05,0.0522,-14.052,0.0702,0.823,172.692,2
I Don't Want to Grow Up,Ramones,164333,0.532,0.872,0.000594,0.00127,0.0987,-7.545,0.035,0.543,91.009,4
What We Do,Freeway,229106,0.569,0.894,0.00715,0.0,0.158,-4.931,0.318,0.293,188.892,6
Every Day I Have The Blues,Count Basie & Joe Williams,328013,0.684,0.387,0.945,0.00205,0.209,-8.353,0.0418,0.556,104.219,0
Party Day,Cosmo Vitelli,216173,0.6,0.869,0.0186,0.0295,0.0444,-5.037,0.0327,0.575,115.002,4
Pensiero stupendo,Patty Pravo,253960,0.485,0.485,0.135,4.42e-05,0.182,-11.712,0.0587,0.49,92.527,0
Blue Jay Way - Remastered,The Beatles,235066,0.294,0.407,0.0258,0.000219,0.0852,-11.575,0.0308,0.0378,101.052,0
Linus And Lucy,Vince Guaraldi Trio,185453,0.496,0.388,0.787,0.939,0.167,-14.177,0.0382,0.694,81.772,3
Abstract No. 1,Shelly Manne,211500,0.495,0.478,0.821,0.378,0.151,-10.357,0.0474,0.582,142.876,0
Cowgirl,Underworld,508933,0.641,0.624,0.0156,0.916,0.0877,-18.757,0.0359,0.165,126.944,3
Honey Bunny,Girls,153813,0.33,0.594,0.00018,0.2,0.208,-10.384,0.031,0.424,141.404,4
Lover,Taylor Swift,221306,0.359,0.543,0.492,1.58e-05,0.118,-7.582,0.0919,0.453,68.534,0
Let It Whip - Single Version,Dazz Band,246226,0.829,0.89,0.144,5.05e-05,0.12,-4.327,0.0441,0.957,132.184,2
Clampdown - Remastered,The Clash,229213,0.676,0.723,0.06,8.72e-05,0.317,-7.61,0.0931,0.884,145.336,2
Can't Seem To Make You Mine,The Seeds,185480,0.699,0.384,0.148,0.0,0.121,-13.691,0.044,0.584,109.573,2
Weekend,Smith Westerns,202760,0.398,0.847,0.000926,0.0381,0.071,-3.591,0.0319,0.815,153.856,4
Now That We've Found Love,Third World,459600,0.712,0.503,0.00435,0.00374,0.0834,-15.707,0.0753,0.72,119.312,2
Girls & Boys,Prince,329586,0.877,0.429,0.209,3.56e-06,0.702,-14.449,0.0694,0.87,116.698,1
The Seeker - Edit,The Who,190373,0.322,0.658,0.105,4.69e-06,0.128,-11.793,0.0357,0.732,177.49,4
Budapest,George Ezra,200733,0.717,0.455,0.0846,0.0,0.11,-8.303,0.0276,0.389,127.812,2
Corcovado - Quiet Nights Of Quiet Stars,Stan Getz,253933,0.524,0.108,0.957,0.00123,0.139,-18.361,0.0493,0.322,127.982,0
Space Cowboy,Jamiroquai,386973,0.65,0.741,0.155,0.404,0.175,-8.368,0.118,0.751,110.179,3
Spirits In The Material World - Remastered 2003,The Police,179066,0.833,0.663,0.273,0.016,0.0327,-7.859,0.058,0.859,141.551,2
Suit & Tie,Justin Timberlake,326280,0.795,0.596,0.103,0.0,0.164,-3.799,0.219,0.357,101.985,6
Rubber Biscuit,The Chips,129479,0.654,0.727,0.909,4.93e-05,0.15,-11.266,0.18,0.955,130.291,2
Shout At The Devil,Mötley Crüe,195853,0.489,0.953,0.02,0.00021,0.113,-4.615,0.0858,0.447,94.443,4
Kiss Me on the Bus,The Replacements,173466,0.421,0.946,0.0497,0.0,0.319,-6.136,0.0997,0.484,165.546,4
My Favorite Mistake,Sheryl Crow,248240,0.614,0.777,0.00494,0.000851,0.349,-8.24,0.0304,0.552,104.646,1
You Can Leave Your Hat On - Remastered,Randy Newman,198066,0.689,0.455,0.129,0.00091,0.0709,-10.991,0.0345,0.725,173.553,2
Kingston,Faye Webster,202160,0.729,0.344,0.138,0.00107,0.134,-9.541,0.0395,0.543,142.13,2
Trying,Bully,233133,0.75,0.604,0.00484,0.000275,0.243,-7.493,0.0317,0.727,120.017,2
Don't Give Up On Me,Solomon Burke,225533,0.55,0.368,0.8,9.1e-05,0.118,-11.275,0.0698,0.16,136.983,0
Memphis,Lonnie Mack,152003,0.521,0.774,0.136,0.146,0.0739,-8.416,0.0264,0.971,100.954,2
Praying,Kesha,230266,0.543,0.39,0.489,0.0,0.111,-7.202,0.0322,0.303,73.415,0
Progen,The Shamen,342466,0.732,0.788,1.74e-05,0.624,0.049,-15.602,0.052,0.519,120.211,3
Deathly,Aimee Mann,336733,0.511,0.631,0.0239,0.0593,0.19,-8.245,0.0317,0.555,135.089,4
Sunny Came Home,Shawn Colvin,264200,0.558,0.579,0.342,0.00831,0.0989,-8.05,0.0324,0.403,167.812,4
Oblivion,Mastodon,346573,0.261,0.938,9.92e-05,0.0106,0.301,-5.125,0.086,0.256,132.47,4
As I Sat Sadly By Her Side,Nick Cave & The Bad Seeds,375320,0.623,0.363,0.862,0.0,0.106,-10.14,0.0298,0.27,102.802,0
I'm Waking Up to Us,Belle & Sebastian,229520,0.567,0.588,0.489,3.36e-05,0.348,-5.906,0.0344,0.641,134.849,1
The Prince,Madness,200266,0.633,0.858,0.00856,0.00242,0.0759,-4.946,0.0553,0.877,98.356,2
"Come On, Let's Go",Ritchie Valens,125773,0.633,0.716,0.797,5.73e-06,0.0999,-8.146,0.0426,0.77,80.865,2
Xtal,Aphex Twin,294053,0.517,0.44,0.376,0.909,0.114,-16.424,0.0344,0.253,114.524,3
The Heinrich Maneuver,Interpol,208626,0.535,0.992,0.000146,0.0743,0.871,-4.047,0.0769,0.463,137.082,1
Close the Door,Teddy Pendergrass,325493,0.542,0.499,0.407,0.0005,0.0771,-10.423,0.0671,0.655,178.281,4
(Get A) Grip [on Yourself] - 1996 Remaster,The Stranglers,239986,0.521,0.854,0.000909,0.108,0.106,-9.245,0.046,0.777,141.847,4
Rise,Herb Alpert,457400,0.814,0.454,0.133,0.839,0.0863,-10.802,0.0413,0.903,99.265,3
Still Loving You,Scorpions,388613,0.268,0.588,0.169,0.00204,0.156,-4.134,0.0311,0.0772,103.773,4
Black Sweat,Prince,189960,0.934,0.609,0.0301,1.13e-05,0.249,-5.916,0.265,0.657,108.826,6
Sara,Bob Dylan,331493,0.432,0.504,0.36,0.0,0.0799,-8.997,0.0382,0.276,156.278,4
The Look,Roxette,237320,0.634,0.838,0.0531,8.34e-06,0.0522,-5.363,0.0413,0.541,95.011,2
Midnight Confession,The Grass Roots,169146,0.658,0.559,0.00336,0.000154,0.0626,-11.82,0.0421,0.828,137.452,2
The Crusher,The Novas,118520,0.467,0.769,0.118,1.09e-05,0.212,-12.719,0.0734,0.802,129.124,2
The First Big Weekend,Arab Strap,292746,0.686,0.675,0.0884,0.114,0.0911,-10.831,0.054,0.603,146.534,2
Beer barrel polka,Will Glahé,182573,0.81,0.266,0.295,0.783,0.0352,-9.792,0.0558,0.971,118.123,3
Beautiful Ones (Remastered),Suede,230866,0.536,0.985,0.0489,0.0,0.369,-4.982,0.0395,0.826,99.082,1
Sympathy,Vampire Weekend,226733,0.708,0.777,0.0199,0.0023,0.193,-5.507,0.0568,0.661,119.968,2
Rockin' Chair,Mildred Bailey,278173,0.468,0.0293,0.995,0.182,0.107,-22.279,0.0471,0.148,127.221,0
Everybody Knows (except you),The Divine Comedy,228306,0.556,0.81,0.176,1.23e-05,0.375,-4.769,0.0295,0.578,107.506,1
Petite Fleur,Sidney Bechet,198106,0.502,0.239,0.626,0.193,0.0739,-12.21,0.0513,0.401,82.801,0
Carolyn's Fingers,Cocteau Twins,187346,0.389,0.83,0.022,0.0156,0.167,-4.314,0.0345,0.634,92.471,4
Lemon Incest,Serge Gainsbourg,312773,0.628,0.619,0.00869,0.0104,0.0833,-11.871,0.0343,0.191,108.097,4
Mambo No. 5 (A Little Bit of...),Lou Bega,219666,0.607,0.817,0.103,0.0,0.322,-6.861,0.401,0.902,174.19,6
Viper's Drag,Fats Waller,180893,0.611,0.237,0.994,0.843,0.141,-14.511,0.045,0.395,114.305,3
Don't It Make You Want To Go Home - Remastered 2002,Joe South,196000,0.438,0.613,0.328,0.00208,0.744,-7.761,0.0321,0.692,128.018,1
Selfish,Little Simz,226096,0.748,0.641,0.478,0.00246,0.114,-6.485,0.0708,0.829,100.063,2
True Love,Bing Crosby,185051,0.192,0.285,0.903,0.00134,0.0911,-7.276,0.0304,0.163,105.129,0
Where Do You Run To,Vivian Girls,195573,0.43,0.569,0.000455,0.0182,0.141,-11.931,0.0299,0.633,140.953,4
Andrew In Drag,The Magnetic Fields,131680,0.685,0.678,0.455,0.000821,0.282,-6.221,0.0311,0.554,119.998,2
Makes Me Wanna Die,Tricky,241116,0.62,0.519,0.544,4.88e-05,0.344,-10.801,0.12,0.52,82.598,0
Nobody's Fault but Mine - 1990 Remaster,Led Zeppelin,376266,0.243,0.813,0.0523,0.21,0.188,-8.809,0.102,0.471,187.617,4
Pass It On,The Coral,139133,0.395,0.727,0.282,7.12e-06,0.0683,-6.015,0.0375,0.872,179.097,4
Somebody,Depeche Mode,267426,0.394,0.354,0.922,0.00188,0.312,-15.705,0.0336,0.487,78.005,0
Too Close,Next,259440,0.847,0.402,0.0118,0.0,0.283,-9.952,0.0641,0.752,99.693,2
Camouflage,Stan Ridgway,437733,0.677,0.656,0.44,0.00112,0.269,-12.715,0.0259,0.693,100.571,2
Stone the Crow,DOWN,282506,0.444,0.911,0.0139,0.00955,0.0868,-6.117,0.0398,0.556,106.437,4
Break Up to Make Up,The Stylistics,242973,0.58,0.248,0.89,0.0,0.0972,-12.698,0.0245,0.361,79.392,0
Ballad Of Peter Pumpkinhead,XTC,303200,0.57,0.904,0.0064,0.0,0.0964,-8.497,0.0618,0.609,122.837,4
Climbing To The Moon,Eels,218533,0.43,0.36,0.789,0.00533,0.0716,-13.084,0.0306,0.207,139.902,0
Long Shot Kick de Bucket,The Pioneers,168053,0.938,0.589,0.127,2.31e-05,0.055,-10.085,0.117,0.485,121.867,2
What Do You Want From Me?,Monaco,248360,0.479,0.972,0.00066,0.00265,0.32,-5.38,0.0397,0.688,149.539,4
Samaritans,IDLES,210493,0.425,0.95,0.000788,0.00035,0.0988,-4.149,0.157,0.151,117.326,4
Street Life,The Crusaders,676200,0.551,0.451,0.433,0.00166,0.118,-13.959,0.0573,0.577,110.872,5
Wild Wild Life - 2005 Remaster,Talking Heads,220680,0.659,0.862,0.0154,0.0,0.389,-5.424,0.0302,0.957,137.393,2
Fattie Fattie,The Heptones,166746,0.711,0.493,0.887,0.000244,0.129,-12.174,0.0701,0.816,80.807,0
One Rizla,shame,214578,0.425,0.889,0.000116,1.49e-05,0.0812,-4.53,0.0419,0.583,131.949,4
Come Down to Us,Burial,786865,0.42,0.822,0.28,0.0548,0.199,-8.835,0.197,0.187,136.877,5
Bam Bam,Toots & The Maytals,258079,0.472,0.414,0.742,2.3e-05,0.142,-10.104,0.0957,0.88,205.103,2
Unsolved Child Murder,The Auteurs,128592,0.681,0.434,0.491,0.000137,0.143,-9.335,0.0251,0.511,100.25,0
Sweet Leaf,Black Sabbath,304787,0.362,0.602,0.00173,0.0388,0.0858,-12.284,0.0464,0.662,148.462,4
My One And Only Love,John Coltrane,295240,0.474,0.0676,0.963,0.00291,0.14,-16.101,0.0363,0.248,115.719,0
Happy When It Rains,The Jesus and Mary Chain,217240,0.501,0.835,0.000447,0.264,0.25,-6.863,0.0346,0.762,125.324,4
Frank Sinatra,Miss Kittin,236013,0.869,0.694,0.000235,0.0423,0.0684,-9.176,0.0535,0.732,124.859,2
Baltimore,Randy Newman,245600,0.488,0.411,0.719,0.0628,0.0688,-15.896,0.0255,0.584,105.446,0
Black And White,The dB's,189093,0.299,0.971,0.000656,0.00565,0.0364,-6.816,0.069,0.734,174.192,4
Dogs Of Lust,The The,188866,0.414,0.881,0.000693,0.732,0.348,-5.039,0.0328,0.756,162.038,3
Couldn't Get It Right - Remastered,Climax Blues Band,296440,0.679,0.956,0.292,0.291,0.841,-5.363,0.0816,0.699,103.624,1
Repeat Pleasure,How To Dress Well,215906,0.684,0.489,0.438,0.000122,0.116,-8.155,0.0544,0.279,124.993,0
Hi-Five,Angel Olsen,177520,0.514,0.574,0.0443,0.00826,0.142,-7.224,0.0467,0.369,125.389,4
Cassius 1999,Cassius,224800,0.661,0.899,0.00944,0.758,0.316,-8.918,0.0506,0.204,134.026,3
The Rock Show,blink-182,171493,0.41,0.961,0.000316,0.0,0.0672,-4.573,0.0864,0.848,193.132,4
Adam Raised a Cain,Bruce Springsteen,272040,0.515,0.854,0.0071,1.36e-06,0.345,-7.319,0.0382,0.828,94.338,2
Pompeii,Bastille,214147,0.679,0.715,0.0755,0.0,0.271,-6.383,0.0407,0.571,127.435,2
Indian Summer,Beat Happening,185040,0.443,0.584,0.382,0.0,0.0591,-10.073,0.0284,0.601,139.815,4
Numb,Andy Stott,390024,0.209,0.508,0.531,0.894,0.0947,-12.887,0.145,0.319,194.229,3
Toulouse,Claude Nougaro,262720,0.314,0.388,0.152,0.0726,0.149,-7.366,0.0336,0.206,121.381,4
Raw-Hide,Link Wray & The Wraymen,125666,0.381,0.959,0.178,0.0406,0.305,-7.664,0.0369,0.789,166.625,4
Dreams Tonite,Alvvays,196026,0.511,0.622,0.0108,4.51e-06,0.127,-5.727,0.0242,0.425,99.934,4
(You Gotta Walk) Don't Look Back - 2002 Remaster,Peter Tosh,320280,0.786,0.784,0.452,0.0477,0.0791,-4.951,0.0608,0.812,91.053,2
All For You,Janet Jackson,330026,0.752,0.925,0.0178,0.125,0.104,-3.288,0.0867,0.692,113.528,2
Cowboys To Girls,The Intruders,158933,0.518,0.372,0.867,0.0,0.14,-10.783,0.0267,0.829,105.277,0
What'Cha Gonna Do About It,Small Faces,117266,0.668,0.847,0.364,0.0,0.0748,-4.775,0.0938,0.747,76.449,2
Rej,Âme,488920,0.784,0.771,0.0198,0.902,0.105,-7.954,0.05,0.312,125.009,3
My Favourite Game,The Cardigans,220413,0.594,0.766,0.000156,0.00345,0.086,-7.598,0.0327,0.453,143.482,4
Drive,Incubus,232453,0.645,0.792,0.0562,0.0121,0.119,-7.34,0.036,0.666,90.565,2
Dans Le Club,TTC,237333,0.529,0.875,0.000632,0.0,0.261,-6.139,0.106,0.482,89.892,4
Ask - 2011 Remaster,The Smiths,198146,0.453,0.986,0.387,0.0,0.422,-5.768,0.119,0.455,166.594,4
