danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature
0.31,0.774,7,-5.746,1,0.0873,0.000955,0.0233,0.209,0.391,109.386,209642,5
0.356,0.855,6,-5.435,0,0.0682,0.0364,0.00264,0.296,0.558,171.891,182500,4
0.288,0.903,6,-7.307,0,0.0827,0.00014,0.0599,0.096,0.209,160.041,222000,4
0.431,0.967,5,-3.98,0,0.0954,0.00115,0.0181,0.302,0.468,161.987,192125,4
0.561,0.801,11,-6.752,0,0.0435,0.000618,0.000739,0.345,0.658,122.046,209625,4
0.297,0.853,0,-5.76,1,0.119,0.000148,0.00399,0.115,0.557,162.466,167267,4
0.431,0.967,5,-3.98,0,0.0954,0.00115,0.0181,0.302,0.468,161.987,192125,4
0.356,0.855,6,-5.435,0,0.0682,0.0364,0.00264,0.296,0.558,171.891,182500,4
0.561,0.801,11,-6.752,0,0.0435,0.000618,0.000739,0.345,0.658,122.046,209625,4
0.431,0.967,5,-3.98,0,0.0954,0.00115,0.0181,0.302,0.468,161.987,192125,4
0.31,0.774,7,-5.746,1,0.0873,0.000955,0.0233,0.209,0.391,109.386,209642,5
0.356,0.855,6,-5.435,0,0.0682,0.0364,0.00264,0.296,0.558,171.891,182500,4
0.288,0.903,6,-7.307,0,0.0827,0.00014,0.0599,0.096,0.209,160.041,222000,4
0.344,0.907,5,-6.18,0,0.152,0.102,0.00652,0.129,0.379,126.511,148000,4
0.288,0.903,6,-7.307,0,0.0827,0.00014,0.0599,0.096,0.209,160.041,222000,4
0.544,0.804,4,-7.212,0,0.204,0.415,0.0,0.0653,0.783,76.004,170057,4
0.458,0.617,1,-7.388,0,0.0458,0.222,0.0,0.134,0.252,131.833,298027,4
0.637,0.782,1,-5.173,0,0.0345,0.00983,9.92e-06,0.11,0.27,119.946,219107,4
0.674,0.802,2,-7.667,1,0.0348,0.0105,0.0,0.106,0.693,128.738,228053,4
0.611,0.798,4,-6.445,0,0.048,0.092,0.000212,0.0979,0.338,139.976,249440,4
0.56,0.832,0,-6.619,1,0.0327,0.0109,0.145,0.123,0.572,119.168,218107,4
0.588,0.715,1,-6.42,0,0.0315,0.00696,0.00272,0.119,0.704,124.66,235427,4
0.615,0.937,11,-5.969,1,0.0607,0.135,0.0,0.0937,0.805,115.692,223267,4
0.637,0.782,1,-5.173,0,0.0345,0.00983,9.92e-06,0.11,0.27,119.946,219107,4
0.498,0.697,7,-6.649,1,0.0337,0.00579,0.0,0.0812,0.634,133.74,171867,4
0.674,0.802,2,-7.667,1,0.0348,0.0105,0.0,0.106,0.693,128.738,228053,4
0.611,0.798,4,-6.445,0,0.048,0.092,0.000212,0.0979,0.338,139.976,249440,4
0.615,0.937,11,-5.969,1,0.0607,0.135,0.0,0.0937,0.805,115.692,223267,4
0.458,0.617,1,-7.388,0,0.0458,0.222,0.0,0.134,0.252,131.833,298027,4
0.588,0.715,1,-6.42,0,0.0315,0.00696,0.00272,0.119,0.704,124.66,235427,4
0.539,0.798,11,-6.415,0,0.0353,0.0165,1.12e-06,0.085,0.889,135.448,196467,4
0.637,0.791,1,-5.174,0,0.0349,0.0116,1.11e-05,0.111,0.259,119.944,219107,4
0.714,0.868,5,-4.596,0,0.0363,0.0551,0.0,0.0987,0.78,95.05,206200,4
0.604,0.761,0,-5.227,1,0.0468,0.0756,0.0,0.062,0.787,88.04,244867,4
0.682,0.889,0,-4.166,1,0.0804,0.00564,0.0,0.36,0.827,138.021,192440,4
0.607,0.805,11,-5.579,0,0.0608,0.00175,0.0,0.231,0.232,139.894,202667,4
0.707,0.661,2,-5.844,1,0.0426,0.00224,0.0,0.0967,0.158,86.118,203733,4
0.648,0.663,5,-8.024,1,0.0914,0.0221,0.000116,0.318,0.688,80.045,202480,4
0.59,0.813,5,-3.543,0,0.342,0.00416,0.0,0.748,0.517,161.868,199600,4
0.612,0.807,8,-4.14,1,0.106,0.0961,0.0,0.298,0.617,79.999,204188,4
0.576,0.718,1,-5.377,1,0.0349,0.00213,0.0,0.316,0.445,139.979,142947,4
0.707,0.661,2,-5.844,1,0.0426,0.00224,0.0,0.0967,0.158,86.118,203733,4
0.702,0.702,0,-5.165,1,0.0408,0.00274,2.02e-05,0.0707,0.42,87.002,228667,4
0.705,0.64,11,-7.11,0,0.0328,0.325,5.28e-05,0.0883,0.202,126.018,218773,4
0.772,0.48,0,-7.299,0,0.283,0.368,4.63e-06,0.0863,0.287,159.52,198707,4
0.643,0.678,7,-6.651,0,0.276,0.00339,0.0,0.0374,0.38,160.13,175587,4
0.894,0.591,10,-6.559,0,0.0652,0.0258,0.0,0.174,0.133,130.035,203987,4
0.472,0.743,8,-6.092,1,0.124,0.0173,9.49e-06,0.0574,0.237,83.018,187880,4
0.631,0.649,10,-6.628,0,0.0441,0.256,0.0,0.268,0.449,130.014,206027,4
0.535,0.562,10,-7.31,0,0.0387,0.0107,7.65e-05,0.214,0.115,160.09,316573,4
0.542,0.718,2,-6.505,0,0.0474,0.193,9.09e-05,0.499,0.123,77.011,280360,4
0.664,0.876,0,-4.179,1,0.185,0.122,1.05e-06,0.133,0.55,130.06,211700,4
0.581,0.851,10,-4.699,0,0.0799,0.00171,0.0,0.408,0.643,145.011,208120,4
0.696,0.83,1,-6.698,0,0.0361,0.00568,0.000242,0.0758,0.534,127.991,238373,4
0.582,0.814,2,-4.42,1,0.0314,0.147,0.0,0.13,0.376,114.041,203893,4
0.551,0.819,7,-4.435,0,0.0595,0.0963,0.0,0.09,0.516,166.031,232773,4
0.546,0.857,10,-5.465,1,0.0396,0.0132,0.0,0.126,0.54,152.93,225618,4
0.62,0.904,9,-4.501,0,0.13,0.0053,0.0,0.0357,0.675,132.0,247053,4
0.737,0.961,5,-4.482,1,0.242,0.0283,5.16e-06,0.0596,0.743,140.003,175707,4
0.44,0.917,8,-5.026,1,0.116,0.0164,0.0,0.112,0.332,139.705,239464,4
0.54,0.906,5,-4.652,0,0.236,0.00247,0.0,0.368,0.438,169.94,190880,4
0.654,0.817,11,-4.908,0,0.266,0.0816,0.0,0.41,0.794,127.991,184667,4
0.764,0.736,0,-4.328,1,0.0567,0.00428,9.31e-05,0.0407,0.869,110.007,198653,4
0.538,0.876,1,-3.559,1,0.139,0.03,0.0,0.251,0.527,83.949,183107,4
0.743,0.765,8,-4.252,0,0.166,0.00645,0.0,0.208,0.84,132.055,186493,4
0.659,0.701,10,-5.56,1,0.0407,0.131,0.0,0.106,0.394,130.018,224253,4
0.596,0.927,9,-2.911,0,0.134,0.00279,0.0,0.183,0.778,150.924,193933,4
0.581,0.888,0,-3.198,1,0.0587,0.0018,0.0,0.413,0.629,120.041,190707,4
0.437,0.796,7,-6.296,0,0.152,0.0656,0.0,0.268,0.402,151.779,247413,4
0.574,0.647,10,-4.905,0,0.0449,0.00427,1.33e-06,0.0732,0.262,122.697,193893,4
0.606,0.919,2,-3.744,1,0.161,0.000775,0.0,0.217,0.682,153.062,167920,4
0.558,0.852,1,-4.937,1,0.193,0.0117,9.95e-05,0.0919,0.383,122.84,236120,4
0.791,0.713,5,-3.742,0,0.254,0.0163,0.0,0.189,0.514,130.012,192573,4
0.31,0.7,9,-5.678,1,0.047,0.011,0.00965,0.0828,0.763,188.386,255493,4
0.668,0.906,11,-4.881,0,0.17,0.214,0.00245,0.135,0.507,135.653,231933,4
0.389,0.873,4,-4.768,0,0.0475,0.00532,0.0055,0.273,0.303,106.767,312293,4
0.457,0.904,2,-5.303,1,0.0747,0.000239,0.0879,0.396,0.48,141.038,317427,4
0.456,0.863,3,-3.551,1,0.0894,0.133,0.0538,0.0553,0.532,135.962,301227,4
0.572,0.825,8,-3.977,1,0.04,7.13e-05,0.000134,0.134,0.56,98.057,183053,4
0.52,0.872,0,-4.354,1,0.0383,6.71e-06,0.246,0.207,0.449,120.006,167133,4
0.537,0.88,5,-4.902,1,0.0353,0.000131,0.00531,0.135,0.37,120.976,204373,4
0.51,0.896,9,-3.585,1,0.0624,1.09e-05,0.000771,0.0826,0.652,120.134,177253,4
0.502,0.816,9,-4.562,1,0.0329,4.71e-05,0.0217,0.302,0.475,99.372,215440,4
0.626,0.833,2,-4.352,1,0.0285,0.000157,0.000717,0.0608,0.863,107.572,202587,4
0.57,0.758,9,-4.362,1,0.036,5.64e-05,0.0304,0.448,0.451,93.095,164227,4
0.457,0.93,9,-4.203,1,0.0588,4.67e-06,0.197,0.174,0.674,150.188,210200,4
0.448,0.94,11,-3.52,1,0.0516,4.94e-05,3.13e-05,0.0975,0.593,91.212,162840,4
0.449,0.847,11,-4.31,1,0.0463,6.25e-06,0.032,0.133,0.654,192.149,189720,4
0.409,0.858,5,-4.644,1,0.0393,0.000104,0.135,0.212,0.628,168.955,221360,4
0.547,0.931,2,-2.356,1,0.0615,0.000998,0.0118,0.278,0.697,118.4,261507,4
0.554,0.657,2,-3.197,1,0.0283,0.000411,0.00757,0.182,0.583,93.899,214173,4
0.535,0.891,11,-2.754,0,0.0417,0.000159,0.0054,0.0992,0.436,125.796,237067,4
0.605,0.9,2,-2.717,1,0.0291,0.000522,0.0271,0.0466,0.467,120.895,202160,4
0.518,0.718,9,-4.355,1,0.0343,4.85e-05,0.244,0.25,0.531,127.593,189787,4
0.5,0.82,2,-3.517,1,0.0279,6.54e-05,0.0124,0.152,0.307,98.705,246413,4
0.578,0.823,9,-3.163,1,0.0325,5.59e-05,0.00254,0.0721,0.387,123.429,197080,4
0.494,0.843,9,-3.079,1,0.0338,9.83e-05,0.000275,0.255,0.689,132.385,208493,4
0.618,0.722,9,-3.438,0,0.0277,0.00153,0.00361,0.137,0.849,96.436,213880,4
0.525,0.789,0,-4.05,1,0.0269,0.00026,0.000207,0.101,0.222,95.319,190213,4
0.596,0.651,9,-3.822,1,0.0368,0.00157,4.43e-06,0.0762,0.587,103.844,232947,4
0.58,0.709,0,-3.593,1,0.0277,0.000432,0.00277,0.107,0.677,85.538,255453,4
0.492,0.661,10,-5.497,1,0.0249,0.00344,0.000585,0.241,0.389,106.634,280907,4
0.556,0.849,0,-4.044,1,0.0306,0.000364,0.000274,0.126,0.451,124.99,202493,4
0.501,0.889,4,-3.89,0,0.0296,0.000323,0.00164,0.186,0.442,94.37,205107,4
0.718,0.691,4,-6.44,1,0.0387,0.0159,0.0,0.0627,0.552,100.008,213107,4
0.469,0.955,10,-4.253,1,0.0432,0.000343,1.35e-06,0.548,0.462,143.853,193653,4
0.396,0.503,5,-4.118,1,0.127,0.00139,0.00028,0.0725,0.683,90.339,183956,4
0.553,0.717,7,-5.857,1,0.0318,6.48e-05,0.128,0.0385,0.318,127.946,233267,4
0.582,0.624,1,-7.712,1,0.0414,0.0622,0.00187,0.0947,0.0877,92.019,267935,4
0.496,0.849,0,-4.975,1,0.0368,0.000337,9e-06,0.354,0.828,171.965,228867,4
0.477,0.57,1,-6.955,0,0.0357,0.362,8.19e-05,0.124,0.246,89.794,267840,4
0.547,0.739,6,-5.858,1,0.0453,0.00174,0.0023,0.131,0.278,115.929,205080,4
0.226,0.901,5,-3.795,1,0.106,0.0135,1.2e-06,0.336,0.447,171.765,213520,4
0.467,0.841,5,-5.906,1,0.0672,0.000354,0.00169,0.145,0.616,160.033,240387,4
0.326,0.813,3,-6.227,1,0.0797,0.00744,6.54e-06,0.19,0.393,187.936,284280,3
0.494,0.914,9,-4.249,1,0.165,0.00442,0.0,0.322,0.293,127.892,238720,4
0.541,0.55,2,-5.671,1,0.0379,0.00203,1.32e-06,0.261,0.378,152.059,218520,4
0.519,0.921,7,-5.954,1,0.0752,0.000771,0.0197,0.231,0.316,138.002,285613,4
0.612,0.49,1,-6.61,1,0.0399,0.00255,0.00401,0.218,0.0968,137.05,163240,4
0.436,0.574,8,-7.308,1,0.0459,0.00406,0.00403,0.111,0.229,142.008,306147,4
0.236,0.427,5,-7.394,1,0.0427,0.244,0.000301,0.208,0.0537,136.65,284213,4
0.538,0.317,9,-12.981,1,0.0336,0.869,0.0,0.362,0.399,151.815,154973,4
0.415,0.913,7,-5.361,1,0.0482,0.000543,3.02e-05,0.284,0.427,164.289,208600,4
0.672,0.713,0,-4.67,1,0.0283,0.000588,8.59e-05,0.0458,0.728,128.035,206987,4
0.673,0.565,10,-7.357,1,0.0278,0.002,0.00107,0.112,0.9,106.057,231467,4
0.718,0.691,4,-6.44,1,0.0387,0.0159,0.0,0.0627,0.552,100.008,213107,4
0.628,0.461,7,-10.196,1,0.0257,0.302,6.65e-06,0.0973,0.37,128.227,194800,4
0.512,0.889,11,-4.958,1,0.0419,0.000144,0.000177,0.107,0.564,134.102,238627,4
0.561,0.808,5,-5.979,1,0.0339,0.00493,0.00023,0.552,0.374,149.005,247680,4
0.512,0.903,0,-4.035,1,0.0303,0.000608,3.82e-06,0.114,0.716,162.052,242973,4
0.402,0.617,9,-5.766,1,0.0287,0.00739,9.37e-06,0.158,0.374,173.747,268880,4
0.453,0.921,4,-5.582,1,0.0547,0.000206,6.13e-05,0.361,0.466,160.168,208307,4
0.582,0.696,0,-6.728,1,0.0283,0.0224,5.29e-06,0.188,0.77,83.541,262253,4
0.536,0.499,6,-6.532,1,0.0238,0.18,0.0,0.114,0.441,100.001,179867,4
0.869,0.485,6,-5.595,1,0.0545,0.246,0.0,0.0765,0.527,106.028,204502,4
0.609,0.668,7,-4.284,1,0.0367,0.0552,0.0,0.167,0.811,80.924,288600,4
0.548,0.65,8,-5.827,0,0.0591,0.219,0.0,0.225,0.557,144.937,194897,4
0.893,0.745,11,-3.105,0,0.0571,0.0642,0.0,0.0943,0.872,101.018,223413,4
0.741,0.79,11,-4.086,0,0.0469,0.113,0.0,0.0542,0.528,104.043,184134,4
0.774,0.626,3,-4.432,0,0.0432,0.0969,3.12e-05,0.0848,0.777,100.041,211475,4
0.728,0.426,0,-6.69,1,0.0509,0.0142,0.0,0.0546,0.844,85.908,188174,4
0.726,0.769,6,-5.043,1,0.123,0.0293,0.0101,0.104,0.733,97.985,233833,4
0.703,0.868,7,-4.661,0,0.0291,0.15,0.132,0.104,0.733,121.03,193613,4
0.611,0.644,6,-7.607,0,0.0553,0.124,0.0,0.124,0.13,105.969,221904,4
0.745,0.356,1,-10.425,1,0.0941,0.172,0.00943,0.123,0.607,160.033,326933,4
0.63,0.804,6,-4.183,1,0.0363,0.215,0.0,0.253,0.492,123.146,220293,4
0.855,0.624,1,-4.093,1,0.0488,0.158,0.0,0.0513,0.962,117.959,180757,4
0.741,0.667,10,-5.445,1,0.134,0.0575,0.0,0.106,0.595,112.956,223504,4
0.707,0.629,0,-4.581,0,0.0563,0.259,1.6e-05,0.138,0.457,122.863,212459,4
0.617,0.635,11,-6.769,0,0.0317,0.0498,1.44e-05,0.164,0.446,103.019,247160,4
0.755,0.57,9,-7.132,1,0.0888,0.0416,0.0,0.0891,0.406,102.991,204400,4
0.732,0.75,11,-6.366,0,0.231,0.00264,0.0,0.109,0.401,155.096,182707,4
0.663,0.575,6,-4.907,0,0.0458,0.1,3.16e-06,0.133,0.458,110.04,214802,4
0.736,0.449,1,-11.462,0,0.425,0.33,0.000162,0.0898,0.326,80.126,219080,4
0.696,0.817,1,-3.862,1,0.109,0.075,0.0,0.187,0.782,98.064,216409,4
0.679,0.634,5,-5.024,0,0.0654,0.232,0.0,0.115,0.498,102.013,210091,4
0.736,0.795,1,-3.299,0,0.0545,0.498,1.21e-06,0.254,0.511,104.066,230813,4
0.565,0.782,8,-6.413,1,0.0506,0.0577,4.16e-05,0.0757,0.4,140.004,231906,4
0.731,0.794,0,-5.126,0,0.0522,0.0323,2.59e-05,0.112,0.356,139.994,220454,4
0.334,0.617,6,-5.834,0,0.383,0.334,0.0,0.163,0.603,85.227,216391,4
0.518,0.776,11,-5.791,0,0.0444,0.163,0.0,0.0884,0.387,156.894,241292,4
0.64,0.533,0,-6.596,1,0.0706,0.119,0.0,0.0864,0.515,99.968,220781,4
0.632,0.724,8,-7.183,1,0.326,0.387,0.0,0.0991,0.311,82.227,237613,4
0.726,0.862,4,-2.984,0,0.104,0.0408,0.2,0.63,0.701,101.982,167059,4
0.833,0.434,2,-8.795,1,0.431,0.0102,0.0219,0.165,0.281,150.062,204600,4
0.809,0.463,11,-11.377,1,0.0396,0.256,0.085,0.109,0.364,111.98,298941,4
0.696,0.503,8,-4.842,1,0.0356,0.0745,0.0,0.0869,0.559,99.977,211364,4
0.716,0.917,1,-3.674,1,0.0527,0.0215,7.91e-06,0.0515,0.501,107.969,204583,4
0.753,0.76,6,-4.518,0,0.0859,0.446,3.13e-05,0.182,0.657,91.953,272653,4
0.565,0.381,10,-7.204,1,0.0302,0.48,0.0,0.109,0.325,73.483,230269,4
0.732,0.458,5,-7.225,1,0.0311,0.447,0.0,0.136,0.661,98.938,165387,4
0.608,0.614,2,-3.727,1,0.0285,0.227,4.06e-06,0.157,0.402,127.884,208133,4
0.55,0.753,6,-4.003,0,0.0407,0.000665,7.74e-06,0.0921,0.841,139.048,189693,4
0.397,0.839,4,-6.674,1,0.102,0.00125,0.0,0.576,0.764,116.947,191293,4
0.288,0.933,9,-4.12,1,0.0898,1.32e-05,0.333,0.356,0.345,167.109,204250,4
0.518,0.862,9,-4.599,1,0.0454,0.00184,0.0,0.343,0.496,127.647,223613,4
0.648,0.936,0,-4.745,1,0.0762,0.085,6.93e-06,0.482,0.566,120.708,248880,4
0.66,0.595,11,-7.034,0,0.274,0.0191,0.0,0.653,0.642,97.518,243933,4
0.401,0.902,7,-5.707,1,0.0432,0.00156,4.25e-05,0.126,0.698,160.018,255000,4
0.654,0.828,1,-5.377,0,0.0281,0.00146,0.000144,0.122,0.79,112.056,183893,4
0.408,0.817,0,-4.59,1,0.0759,0.000163,0.03,0.403,0.288,136.617,196947,4
0.697,0.877,3,-4.465,1,0.0462,0.462,0.00943,0.083,0.802,101.99,173627,4
0.506,0.93,4,-3.499,1,0.0675,0.129,0.00682,0.0931,0.305,146.994,297427,4
0.422,0.95,4,-4.603,1,0.0661,0.00145,1.1e-05,0.245,0.472,160.02,192120,4
0.444,0.873,2,-4.877,1,0.119,0.000233,1.01e-05,0.0951,0.616,159.888,166573,4
0.545,0.851,6,-3.569,1,0.0935,0.0572,0.0,0.403,0.787,179.947,240833,4
0.252,0.886,9,-4.678,0,0.0714,2.93e-05,5.33e-06,0.256,0.498,161.939,210560,4
0.578,0.825,0,-5.298,1,0.0382,0.001,2.19e-06,0.171,0.604,110.976,229627,4
0.614,0.938,11,-4.461,1,0.0611,0.000532,0.0,0.368,0.607,100.058,224667,4
0.536,0.672,7,-6.342,0,0.0342,0.0225,0.00023,0.104,0.447,104.279,230995,4
0.68,0.676,8,-7.487,1,0.0325,0.00335,0.000555,0.106,0.965,127.025,215158,4
0.457,0.794,1,-6.624,0,0.0298,0.000384,7.18e-05,0.131,0.354,90.439,231280,4
0.788,0.748,9,-6.907,1,0.0306,0.451,0.00408,0.104,0.845,121.047,284683,4
0.501,0.87,0,-7.705,1,0.0324,0.000522,0.00304,0.391,0.877,130.404,177387,4
0.701,0.261,0,-19.846,1,0.0938,0.219,0.0,0.0821,0.89,97.042,144333,4
0.421,0.751,9,-9.584,1,0.0472,0.2,0.0,0.17,0.789,89.839,145867,4
0.662,0.763,0,-7.475,1,0.0397,0.132,0.0013,0.067,0.699,126.333,254400,4
0.431,0.715,5,-6.878,1,0.0347,0.00486,1.28e-05,0.185,0.822,153.344,259413,4
0.483,0.685,0,-8.941,1,0.0343,0.00184,0.000668,0.457,0.763,127.206,320907,4
0.623,0.91,9,-8.448,1,0.0384,0.319,0.000448,0.081,0.745,145.624,195307,4
0.379,0.746,7,-10.057,1,0.0401,0.0238,0.000144,0.0627,0.702,158.711,270067,4
0.482,0.96,0,-5.269,0,0.126,0.254,2.43e-06,0.294,0.544,113.263,139267,4
0.597,0.812,5,-12.062,1,0.0315,0.0219,0.00106,0.102,0.823,135.68,218400,4
0.476,0.717,9,-9.192,1,0.0949,0.0382,7.61e-05,0.0818,0.753,93.584,166267,4
0.57,0.635,10,-10.231,1,0.0482,0.00459,0.176,0.0901,0.196,108.431,266840,4
0.393,0.443,9,-14.09,1,0.0256,0.121,0.000129,0.0976,0.51,88.531,173267,4
0.576,0.672,7,-11.526,1,0.48,0.0217,0.0451,0.127,0.507,181.116,218000,4
0.553,0.838,0,-5.824,1,0.0317,0.123,3.01e-05,0.053,0.821,129.893,244107,4
0.361,0.97,7,-4.817,0,0.284,0.00169,0.00163,0.357,0.254,179.017,282920,4
0.332,0.707,9,-8.323,0,0.0327,0.0041,7.48e-05,0.0969,0.469,98.478,229040,4
0.736,0.734,7,-7.978,1,0.0339,0.251,0.00306,0.306,0.915,125.011,269773,4
0.537,0.698,11,-8.969,0,0.0358,0.0182,0.0,0.25,0.347,124.361,182653,4
0.577,0.813,0,-7.479,1,0.0324,0.0019,0.0,0.0681,0.962,137.493,195640,4
0.294,0.745,5,-9.138,1,0.0461,0.05,0.125,0.676,0.347,134.364,210107,4
0.493,0.586,2,-13.916,1,0.046,0.0202,0.00106,0.102,0.656,113.618,232533,4
0.609,0.661,7,-9.549,1,0.0252,0.0915,0.000482,0.254,0.892,97.93,284413,4
0.546,0.864,7,-7.632,1,0.0393,0.0908,0.00814,0.277,0.863,145.652,137240,4
0.465,0.811,0,-9.855,1,0.0591,0.00619,2.55e-05,0.301,0.741,140.098,188267,4
0.692,0.497,2,-7.316,1,0.119,0.676,0.0,0.259,0.475,81.308,122067,4
0.637,0.89,7,-4.872,1,0.0677,0.119,6.72e-05,0.103,0.923,127.689,207093,4
0.447,0.954,8,-8.069,1,0.0751,0.0235,0.403,0.298,0.331,123.453,272027,4
0.468,0.557,11,-10.684,0,0.0409,4.64e-05,0.00276,0.196,0.666,118.672,208760,4
0.567,0.743,8,-8.614,1,0.0626,0.0356,0.847,0.221,0.423,170.083,212881,5
0.527,0.415,4,-11.451,0,0.122,0.457,1.72e-05,0.117,0.515,78.169,125093,4
0.574,0.547,0,-8.134,1,0.0435,0.607,2.09e-06,0.0762,0.236,118.14,213937,4
0.764,0.834,0,-3.45,1,0.0331,0.115,0.0,0.0364,0.964,118.006,217627,4
0.69,0.618,2,-9.36,1,0.0904,0.0175,3.26e-06,0.0891,0.733,174.038,240893,4
0.75,0.676,4,-6.651,1,0.0281,0.0295,3.15e-05,0.0749,0.851,119.99,254587,4
0.661,0.744,9,-4.928,1,0.0505,0.0374,0.0016,0.0667,0.37,100.139,254213,4
0.724,0.425,1,-9.636,0,0.0317,0.0551,6.66e-06,0.0698,0.402,96.962,240065,4
0.545,0.67,9,-8.81,1,0.0496,0.009,0.000822,0.0451,0.481,151.553,270213,4
0.569,0.546,9,-6.262,1,0.0251,0.302,1.13e-05,0.137,0.205,104.007,265667,4
0.578,0.773,2,-3.662,0,0.0337,0.0015,0.0216,0.107,0.364,91.947,270533,4
0.326,0.599,4,-5.595,1,0.0338,0.0512,6.62e-06,0.145,0.0387,149.919,203642,4
0.48,0.501,10,-10.437,1,0.0321,0.648,0.0017,0.101,0.329,104.704,214413,4
0.777,0.524,8,-6.549,1,0.037,0.0135,8.38e-06,0.129,0.617,94.959,173081,4
0.79,0.692,7,-4.704,0,0.0532,0.0275,0.369,0.528,0.82,100.264,235362,4
0.639,0.845,0,-3.333,0,0.0372,0.0528,0.0,0.336,0.871,119.48,233373,4
0.4,0.464,4,-7.428,1,0.048,0.477,0.0166,0.121,0.152,178.918,301187,4
0.828,0.492,0,-9.744,1,0.0276,0.0644,0.00428,0.128,0.789,120.151,257800,4
0.457,0.505,6,-5.963,1,0.0432,0.198,0.0278,0.0588,0.196,117.264,272681,4
0.735,0.787,7,-6.176,1,0.0372,0.0863,3.54e-06,0.0608,0.726,128.015,232213,4
0.611,0.804,6,-7.592,0,0.0545,0.00431,0.000633,0.2,0.536,120.032,218107,4
0.661,0.565,0,-6.579,0,0.0305,0.393,0.305,0.101,0.0629,63.98,213774,4
0.68,0.747,4,-6.056,0,0.091,0.353,0.0,0.138,0.331,113.933,218947,4
0.701,0.417,6,-7.818,0,0.0329,0.0888,0.000648,0.375,0.186,95.003,194840,4
0.515,0.869,11,-4.732,1,0.0672,0.00257,2.01e-06,0.21,0.452,93.24,209558,4
0.707,0.579,0,-6.198,0,0.0293,0.384,0.72,0.408,0.357,96.062,131250,4
0.75,0.884,1,-5.395,1,0.0634,0.0246,3.57e-06,0.238,0.867,121.915,231933,4
0.592,0.697,1,-5.879,0,0.0291,0.27,9.08e-05,0.0879,0.499,146.002,315603,4
0.629,0.618,5,-5.51,0,0.0918,0.0245,0.0,0.0938,0.644,92.071,182950,4
0.507,0.662,2,-8.995,1,0.0355,0.292,0.000584,0.148,0.681,166.453,242062,4
0.623,0.896,5,-4.749,1,0.0374,0.0328,0.0,0.381,0.531,94.192,195560,4
0.706,0.799,11,-6.317,0,0.0556,0.0122,0.000142,0.0989,0.532,112.021,223067,4
0.391,0.808,8,-6.209,0,0.0892,0.0759,0.0,0.149,0.737,100.304,203507,4
0.443,0.882,1,-4.623,1,0.068,0.0013,0.0,0.13,0.43,170.123,176118,4
0.652,0.527,4,-9.629,0,0.0293,0.0514,3.09e-05,0.0961,0.0978,90.006,191261,4
0.688,0.334,11,-7.533,0,0.0607,0.339,0.000102,0.0652,0.637,127.993,320654,4
0.604,0.552,2,-6.686,1,0.087,0.0122,2.44e-06,0.135,0.549,177.964,187915,4
0.695,0.668,7,-7.828,1,0.0885,0.122,0.00129,0.357,0.625,96.004,253831,4
0.363,0.561,2,-8.046,0,0.0611,0.0139,3.15e-06,0.158,0.0966,118.408,149723,4
0.77,0.821,11,-4.491,1,0.0631,0.309,0.788,0.0504,0.82,153.979,197979,4
0.469,0.566,0,-9.549,1,0.288,0.574,0.00078,0.123,0.344,147.787,191544,3
0.723,0.866,5,-2.989,0,0.112,0.227,0.0,0.194,0.59,107.944,226560,4
0.749,0.745,6,-7.367,0,0.0479,0.0041,0.395,0.0748,0.347,115.048,262957,4
0.736,0.292,5,-7.913,0,0.107,0.555,1.94e-05,0.236,0.666,148.001,243509,4
0.682,0.769,0,-6.319,0,0.0625,0.011,0.000272,0.0968,0.517,155.05,216630,4
0.605,0.451,4,-7.11,1,0.0301,0.335,0.0232,0.119,0.166,82.002,218231,4
0.567,0.692,4,-5.467,1,0.0563,0.0216,2.75e-06,0.11,0.156,122.0,225800,4
0.778,0.544,6,-6.021,1,0.0939,0.33,0.0375,0.111,0.448,104.023,242480,4
0.754,0.88,0,-5.449,1,0.11,0.0388,5.15e-06,0.353,0.551,102.977,209893,4
0.749,0.88,0,-5.482,1,0.121,0.037,1e-05,0.357,0.583,102.978,209893,4
0.597,0.363,5,-10.365,0,0.0314,0.626,2.96e-05,0.0848,0.0785,130.022,180120,4
0.733,0.564,8,-9.435,1,0.0724,0.396,1.3e-05,0.0734,0.427,80.023,293512,4
0.531,0.882,1,-5.036,0,0.0284,0.0165,4.42e-06,0.07,0.769,162.01,192658,4
0.563,0.841,2,-5.35,1,0.0519,0.263,0.000258,0.0751,0.954,154.876,169996,4
0.632,0.742,10,-5.356,1,0.135,0.191,2.13e-06,0.119,0.262,112.024,180720,4
0.746,0.873,7,-3.803,1,0.128,0.0244,0.0,0.354,0.817,148.075,222093,4
0.405,0.751,9,-4.47,0,0.0515,0.00641,0.00394,0.106,0.395,126.548,191987,4
0.582,0.568,0,-9.072,0,0.248,0.432,7.17e-05,0.184,0.332,180.004,248651,4
0.28,0.772,11,-5.509,1,0.141,0.0423,4.58e-05,0.0725,0.356,153.034,190640,3
0.239,0.716,1,-5.788,1,0.0445,0.0024,0.62,0.0764,0.345,136.316,168313,4
0.599,0.585,0,-7.284,1,0.0725,0.0642,0.000207,0.0743,0.214,119.985,203637,4
0.487,0.68,7,-8.497,0,0.0408,0.000599,0.0339,0.144,0.0752,94.46,324807,3
