danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature
0.658,0.814,0,-4.631,1,0.0558,0.229,0.00676,0.216,0.69,108.016,183602,4
0.526,0.866,0,-5.822,1,0.0568,0.00287,7.78e-05,0.0945,0.248,140.266,253587,4
0.729,0.865,7,-6.006,1,0.05,0.0858,0.0,0.0764,0.709,95.003,259813,4
0.459,0.883,9,-4.1,1,0.0476,0.000491,0.0267,0.118,0.338,147.943,237533,4
0.325,0.377,10,-10.911,1,0.0345,0.492,0.00314,0.111,0.278,98.87,272743,4
0.456,0.672,0,-8.62,0,0.069,0.572,0.00156,0.364,0.271,99.998,264066,4
0.415,0.402,7,-9.063,1,0.0354,0.556,0.0677,0.198,0.237,144.033,295569,4
0.355,0.541,8,-9.667,0,0.0608,0.0457,0.00516,0.316,0.337,123.524,180902,3
0.652,0.462,6,-8.683,0,0.0487,0.428,0.00226,0.107,0.265,114.932,164710,4
0.746,0.576,1,-8.64,1,0.153,0.0162,1.13e-05,0.19,0.124,134.944,260672,4
0.347,0.594,9,-7.33,1,0.0423,0.111,1.91e-06,0.11,0.163,175.944,264038,4
0.551,0.677,2,-6.347,1,0.0893,0.0589,0.0566,0.112,0.293,89.961,238719,4
0.547,0.654,7,-7.381,1,0.111,0.196,1.78e-05,0.0661,0.418,129.873,258398,4
0.502,0.708,9,-6.65,1,0.0551,0.383,0.29,0.121,0.252,88.022,276437,4
0.612,0.591,7,-7.227,1,0.034,0.108,0.00836,0.17,0.21,116.008,275617,4
0.45,0.41,5,-8.354,1,0.0321,0.832,0.000242,0.091,0.144,122.913,253532,4
0.321,0.413,0,-9.7,1,0.038,0.798,0.000254,0.109,0.159,116.336,307540,3
0.358,0.415,11,-8.616,0,0.0373,0.55,0.00681,0.109,0.102,118.46,355184,4
0.547,0.239,9,-10.974,0,0.0378,0.943,0.00857,0.105,0.309,85.688,321201,4
0.482,0.473,10,-10.377,1,0.0358,0.515,0.000726,0.0954,0.039,101.785,334294,4
0.709,0.621,1,-5.455,0,0.311,0.234,0.0,0.108,0.726,79.987,276347,4
0.776,0.597,7,-8.467,0,0.42,0.201,0.00925,0.12,0.787,96.99,185567,4
0.748,0.462,2,-11.341,1,0.115,0.673,0.00139,0.169,0.187,90.012,250640,4
0.634,0.692,1,-5.646,0,0.0997,0.00586,0.000116,0.0726,0.0839,140.029,236931,4
0.731,0.58,10,-7.328,0,0.0399,0.223,0.0,0.129,0.319,119.997,199593,4
0.745,0.446,10,-9.166,1,0.156,0.444,2.17e-06,0.0528,0.486,109.914,228000,4
0.482,0.828,7,-3.819,0,0.054,0.0022,0.0,0.807,0.182,127.96,225015,4
0.701,0.79,0,-6.516,1,0.0387,0.0168,0.00086,0.106,0.673,138.153,278960,4
0.643,0.698,11,-4.094,1,0.276,0.414,0.0,0.169,0.556,75.073,199413,4
0.461,0.931,11,-4.547,1,0.0446,0.00162,2.2e-05,0.09,0.534,159.973,251840,4
0.724,0.703,5,-4.049,0,0.171,0.228,0.0,0.0852,0.866,99.629,180026,4
0.457,0.911,0,-5.52,1,0.075,0.000913,0.0,0.37,0.572,146.394,225527,4
0.463,0.836,2,-2.776,0,0.0381,0.000418,7.38e-06,0.25,0.713,141.955,165120,4
0.733,0.882,0,-4.199,0,0.0389,0.051,9.92e-06,0.131,0.854,123.071,221413,4
0.45,0.831,4,-4.466,1,0.0359,0.00118,0.0,0.258,0.232,150.019,235040,4
0.543,0.855,2,-4.815,0,0.0307,0.0651,0.0324,0.211,0.596,153.735,215547,4
0.191,0.829,9,-3.381,0,0.0447,2.72e-05,2.11e-05,0.362,0.191,116.007,276667,5
0.441,0.684,9,-7.495,0,0.031,0.374,0.000848,0.108,0.971,199.001,141000,4
0.534,0.755,0,-4.943,1,0.043,0.000102,0.00226,0.0927,0.519,148.008,236440,4
0.576,0.894,11,-4.645,1,0.236,0.000833,0.00408,0.115,0.492,120.967,194173,4
0.604,0.894,2,-5.0,1,0.037,0.0212,0.0,0.0299,0.901,145.017,187253,4
0.282,0.917,1,-5.033,1,0.0497,0.00023,0.0,0.228,0.621,169.953,228773,4
0.637,0.963,9,-5.116,1,0.0882,0.000286,0.000889,0.0449,0.823,150.1,165000,4
0.61,0.708,11,-4.3,0,0.0606,0.0095,3.14e-05,0.116,0.508,101.003,259347,4
0.303,0.9,2,-2.352,0,0.0574,0.0277,0.635,0.11,0.491,149.508,192960,4
0.735,0.602,6,-5.858,0,0.033,0.00156,2.33e-05,0.2,0.896,130.014,234435,4
0.479,0.69,7,-8.283,1,0.0312,0.257,0.0142,0.0767,0.537,158.753,215240,4
0.433,0.458,0,-8.666,1,0.0328,0.305,0.0,0.0863,0.23,115.214,267333,4
0.391,0.963,1,-2.825,0,0.131,0.000668,0.0,0.177,0.743,179.964,208507,4
0.639,0.859,1,-3.923,1,0.0554,0.18,0.000499,0.0798,0.523,115.97,270104,4
0.331,0.961,11,-4.627,1,0.0663,0.000146,0.0,0.322,0.882,168.355,161720,4
0.728,0.638,5,-6.455,0,0.0336,0.249,0.0,0.116,0.872,130.014,193030,4
0.615,0.798,10,-4.163,0,0.0815,0.0188,0.0081,0.0995,0.753,88.465,181133,4
0.404,0.898,3,-3.583,1,0.0437,0.000521,0.317,0.231,0.519,148.862,220760,4
0.56,0.956,0,-4.366,1,0.0776,0.00406,1.55e-06,0.358,0.821,143.993,226107,4
0.794,0.735,0,-4.204,1,0.054,0.108,0.00578,0.112,0.223,107.374,234373,4
0.54,0.52,5,-7.193,0,0.343,0.363,0.0,0.337,0.603,98.162,179109,4
0.629,0.817,6,-4.261,1,0.0357,0.199,0.0,0.317,0.466,123.087,220293,4
0.655,0.576,5,-6.735,0,0.0536,0.0295,0.115,0.132,0.167,139.953,228893,4
0.774,0.812,7,-5.446,1,0.215,0.184,0.0,0.0757,0.743,103.878,183099,4
0.579,0.579,11,-6.787,0,0.394,0.387,0.0,0.17,0.842,104.757,181413,4
0.482,0.477,10,-8.444,0,0.0503,0.0201,0.0,0.251,0.379,117.85,182834,5
0.681,0.523,9,-8.963,0,0.0542,0.021,0.0,0.178,0.473,110.812,227360,4
0.624,0.717,11,-6.268,0,0.332,0.00877,0.0,0.0863,0.555,203.742,191856,4
0.708,0.612,5,-6.379,0,0.122,0.0381,0.0,0.277,0.263,139.913,229013,4
0.739,0.663,8,-6.331,1,0.0601,0.0058,0.0,0.212,0.196,112.025,233705,3
0.884,0.346,8,-8.228,0,0.351,0.0151,7.04e-06,0.0871,0.376,75.016,220307,4
0.922,0.583,5,-4.982,1,0.0753,0.0098,0.0,0.0962,0.494,136.043,261615,4
0.516,0.792,1,-5.38,0,0.216,0.0235,0.0,0.404,0.524,121.189,226790,5
0.739,0.797,4,-3.488,0,0.185,0.371,0.0,0.0921,0.444,67.297,206060,3
0.748,0.652,0,-5.904,0,0.207,0.151,0.0,0.109,0.511,160.051,221968,4
0.434,0.847,1,-3.822,1,0.118,0.2,0.0,0.136,0.719,103.213,186295,4
0.801,0.58,10,-7.311,1,0.1,0.289,0.0,0.153,0.777,126.062,213400,4
0.729,0.495,8,-9.854,1,0.0384,0.114,9.54e-05,0.11,0.444,99.999,170463,4
0.507,0.519,11,-8.249,0,0.243,0.0134,1.47e-06,0.219,0.267,126.948,228027,3
0.835,0.457,4,-7.455,0,0.204,0.138,1.96e-06,0.109,0.544,99.99,211274,4
0.796,0.521,1,-6.822,0,0.19,0.106,0.0,0.129,0.243,81.46,222400,4
0.754,0.762,6,-4.486,0,0.0849,0.45,6.67e-05,0.224,0.673,92.002,272667,4
0.635,0.659,8,-4.92,1,0.155,0.309,0.0,0.302,0.54,178.018,187589,4
0.787,0.484,7,-6.01,0,0.0644,0.506,1.67e-05,0.115,0.384,141.948,203079,4
0.939,0.579,4,-6.161,0,0.271,0.00835,4.78e-05,0.0914,0.635,110.031,212774,4
0.748,0.627,7,-6.029,1,0.0639,0.131,0.0,0.0852,0.524,120.963,188491,4
0.872,0.564,1,-6.521,1,0.0379,0.00227,0.000123,0.0339,0.665,104.006,184818,4
0.745,0.682,5,-5.85,0,0.0964,0.131,0.0,0.119,0.198,135.065,218213,4
0.614,0.682,11,-4.117,0,0.102,0.387,0.0,0.134,0.566,100.202,169853,4
0.624,0.836,10,-4.231,0,0.0571,0.0505,0.0,0.0842,0.626,143.896,197776,4
0.688,0.611,0,-7.213,0,0.0809,0.337,0.0,0.112,0.212,109.962,181144,4
0.74,0.608,5,-5.868,0,0.178,0.0381,0.0,0.108,0.438,90.118,188918,4
0.66,0.849,0,-5.97,1,0.0293,0.00458,0.00011,0.0877,0.836,102.005,218903,4
0.502,0.719,1,-6.649,1,0.0349,0.46,0.0,0.114,0.438,101.609,201733,4
0.656,0.61,0,-7.894,0,0.171,0.416,0.000172,0.245,0.52,140.058,218067,4
0.64,0.755,1,-4.077,0,0.0287,0.0138,0.0208,0.12,0.744,116.883,216319,4
0.524,0.798,0,-4.092,0,0.0491,0.00127,0.00134,0.347,0.357,100.1,228000,4
0.921,0.477,1,-8.962,0,0.0828,0.109,0.0,0.0793,0.311,120.044,234777,4
0.914,0.716,10,-4.136,0,0.0646,0.0871,0.0,0.0489,0.375,94.979,199938,4
0.535,0.721,0,-5.95,1,0.035,0.141,0.000496,0.193,0.481,118.36,280952,4
0.494,0.951,9,-4.237,1,0.132,0.000569,0.0,0.327,0.441,160.025,202496,4
0.664,0.613,0,-7.56,1,0.0273,0.00309,0.000128,0.175,0.193,96.6,184587,3
0.594,0.78,7,-5.876,0,0.0735,0.0863,0.0,0.202,0.359,100.019,171693,4
0.816,0.59,2,-8.519,0,0.101,0.103,0.0178,0.553,0.509,110.026,225573,4
0.792,0.607,5,-8.714,0,0.336,0.0571,0.000944,0.716,0.592,113.224,209587,4
0.864,0.597,8,-6.154,1,0.0526,0.252,6.81e-06,0.0754,0.644,113.003,207693,4
0.762,0.518,2,-7.36,1,0.0412,0.45,1.62e-05,0.183,0.336,132.046,164013,4
0.573,0.531,7,-7.863,1,0.386,0.189,3.56e-05,0.0901,0.884,200.404,195467,4
0.808,0.523,2,-7.495,1,0.174,0.0914,0.0,0.0803,0.477,112.029,206560,4
0.814,0.734,0,-6.478,1,0.0701,0.0293,0.417,0.305,0.673,95.031,204627,4
0.655,0.454,2,-11.312,1,0.159,0.674,0.00111,0.165,0.192,90.028,250640,4
0.768,0.535,2,-9.612,1,0.0429,0.275,0.0577,0.389,0.0828,131.012,298720,4
0.388,0.371,9,-13.116,1,0.182,0.549,0.033,0.106,0.316,75.004,272253,4
0.763,0.522,0,-8.79,0,0.184,0.599,0.00276,0.11,0.322,135.084,144000,4
0.22,0.87,5,-8.598,1,0.335,0.797,0.193,0.917,0.182,83.304,127919,3
0.463,0.87,11,-3.554,0,0.148,0.466,1.17e-06,0.92,0.568,123.886,239269,4
0.382,0.736,9,-6.325,0,0.054,0.257,0.48,0.901,0.112,84.993,250392,4
0.552,0.875,6,-4.304,0,0.0457,0.271,0.0124,0.246,0.227,115.938,292122,4
0.565,0.901,8,-3.731,0,0.0674,0.279,1.13e-05,0.906,0.69,110.977,292503,4
0.465,0.606,2,-3.961,0,0.0262,0.652,0.288,0.342,0.175,104.031,213395,4
0.653,0.779,4,-5.179,1,0.0554,0.342,0.782,0.92,0.578,103.988,242201,4
0.248,0.669,10,-5.634,0,0.0378,0.441,0.00904,0.169,0.123,121.97,283463,4
0.843,0.635,8,-8.379,0,0.0795,0.432,0.00182,0.863,0.941,111.023,265010,4
0.375,0.551,0,-7.851,1,0.0784,0.128,0.282,0.144,0.51,169.979,240002,4
0.649,0.736,11,-8.252,0,0.0433,0.0314,0.0322,0.128,0.923,169.98,259383,4
0.651,0.723,1,-9.459,1,0.0381,0.0188,0.856,0.142,0.294,122.004,231010,4
0.424,0.879,2,-6.317,1,0.0617,0.0776,0.0509,0.423,0.756,111.952,283570,4
0.79,0.751,1,-6.351,1,0.0871,0.463,0.000854,0.193,0.696,95.006,246478,4
0.76,0.506,8,-6.675,1,0.0383,0.00435,0.651,0.0319,0.461,121.98,270037,4
0.735,0.672,0,-8.166,1,0.0753,0.00578,0.671,0.368,0.267,140.034,144000,4
0.832,0.675,11,-7.337,0,0.172,0.0107,0.00328,0.132,0.745,104.98,160571,4
0.64,0.853,7,-6.8,1,0.0649,0.253,0.105,0.0989,0.443,100.03,235625,4
0.788,0.546,1,-8.931,1,0.0663,0.00311,0.896,0.102,0.18,118.026,130169,4
0.539,0.52,0,-10.236,1,0.0482,0.101,0.432,0.0662,0.731,95.967,251303,4
0.782,0.806,6,-6.659,0,0.0472,0.00101,0.833,0.0551,0.921,130.039,125627,4
0.756,0.461,9,-10.779,0,0.063,0.574,0.0893,0.348,0.256,134.935,258264,4
0.497,0.934,10,-7.993,0,0.166,1.72e-05,0.91,0.109,0.339,134.982,120889,4
0.807,0.513,1,-9.359,1,0.239,0.000344,0.903,0.115,0.498,122.022,163750,4
0.696,0.856,10,-7.923,0,0.044,0.0174,0.583,0.11,0.881,125.014,146000,4
0.779,0.806,9,-7.211,0,0.228,0.0796,0.0192,0.0833,0.488,115.03,155501,4
0.484,0.829,4,-5.434,0,0.0996,0.0154,0.000759,0.548,0.388,116.996,151795,4
0.566,0.327,2,-12.199,0,0.471,0.361,4.75e-05,0.0958,0.342,74.498,160187,1
0.606,0.446,4,-10.371,0,0.794,0.62,0.000167,0.291,0.164,150.006,241600,4
0.698,0.518,1,-12.356,1,0.419,0.463,1.57e-06,0.234,0.456,124.92,193907,4
0.723,0.697,3,-7.17,0,0.332,0.148,0.168,0.0403,0.751,177.959,196547,4
0.664,0.388,0,-10.253,0,0.0559,0.482,0.0517,0.158,0.309,106.972,245627,4
0.604,0.558,2,-7.846,1,0.0322,0.00557,0.81,0.167,0.43,144.978,190345,4
0.694,0.366,1,-12.112,1,0.19,0.455,0.00209,0.333,0.39,77.591,127742,4
0.799,0.415,0,-10.49,1,0.132,0.0781,0.000657,0.123,0.765,91.016,149341,4
0.831,0.758,8,-6.448,1,0.15,0.006,0.0262,0.313,0.826,122.006,163279,4
0.485,0.732,6,-8.993,0,0.0331,0.00111,0.791,0.808,0.304,134.93,337137,4
0.606,0.793,11,-7.422,0,0.0318,0.00698,0.454,0.3,0.773,119.986,166000,4
0.694,0.46,8,-11.489,1,0.0787,0.000484,0.774,0.128,0.322,99.997,206400,4
0.759,0.465,10,-11.327,0,0.1,0.287,0.426,0.092,0.606,124.921,133440,4
0.164,0.321,5,-15.289,1,0.049,0.000479,0.757,0.302,0.0347,102.447,152000,4
0.612,0.938,10,-7.253,0,0.0562,2.51e-05,0.717,0.329,0.595,129.994,162462,4
0.678,0.839,1,-7.614,0,0.0376,0.000943,0.393,0.3,0.671,119.043,175462,4
0.594,0.77,11,-6.79,0,0.183,0.000138,0.512,0.315,0.532,127.911,149062,4
0.728,0.775,1,-7.696,0,0.0793,0.016,6.81e-06,0.699,0.489,117.93,185085,4
0.649,0.428,10,-16.945,0,0.0482,0.00403,0.923,0.0892,0.239,127.896,237218,4
0.35,0.446,7,-14.719,0,0.0318,0.0134,0.456,0.156,0.0979,142.483,227213,1
0.385,0.963,1,-2.532,0,0.0846,8.96e-05,0.000141,0.132,0.412,144.901,154267,4
0.288,0.758,6,-5.692,0,0.0371,0.00616,0.0,0.303,0.619,97.094,201726,4
0.546,0.946,1,-2.286,0,0.0495,0.0001,6.43e-05,0.0702,0.809,121.993,198453,4
0.647,0.534,4,-5.439,0,0.0279,0.011,0.000249,0.104,0.673,96.98,187720,4
0.42,0.974,1,-4.706,1,0.191,8.15e-05,0.00155,0.0871,0.463,165.182,172867,4
0.642,0.947,7,-4.802,1,0.0302,0.329,0.0108,0.111,0.479,109.996,235293,4
0.356,0.915,0,-7.187,1,0.0862,7.89e-05,0.000857,0.177,0.487,172.978,223915,4
0.54,0.807,2,-6.964,1,0.0443,0.0673,0.21,0.117,0.298,129.106,236333,4
0.56,0.841,10,-4.532,1,0.0664,0.00191,5.33e-06,0.182,0.78,125.219,253307,4
0.636,0.795,7,-6.077,1,0.0587,0.0404,0.0,0.161,0.633,104.972,204225,4
0.538,0.926,9,-3.125,1,0.0415,0.000757,0.0,0.0816,0.961,143.978,187648,4
0.461,0.957,5,-3.306,1,0.139,0.00156,0.00385,0.313,0.461,165.092,223067,4
0.642,0.939,8,-4.454,0,0.0695,0.00372,0.00126,0.268,0.321,126.065,180952,4
0.559,0.906,6,-4.424,1,0.0477,5.06e-05,1.16e-05,0.175,0.476,120.023,174920,4
0.63,0.415,9,-14.37,0,0.041,0.181,0.000192,0.76,0.655,120.042,188000,4
0.562,0.724,4,-5.398,0,0.0346,0.00671,4.08e-05,0.486,0.72,171.798,184915,4
0.349,0.353,5,-9.386,1,0.0593,0.114,4.11e-06,0.0676,0.181,79.54,200504,4
0.475,0.765,11,-4.637,0,0.064,0.0722,2.43e-05,0.273,0.207,91.971,194654,4
0.628,0.53,10,-9.663,0,0.0855,0.0608,0.0,0.0642,0.203,95.006,162000,4
0.682,0.977,0,-3.032,0,0.0739,0.00636,0.253,0.0778,0.447,128.004,252187,4
0.685,0.763,6,-6.412,1,0.0535,0.0499,0.0,0.418,0.484,125.987,222046,4
0.683,0.53,5,-4.918,0,0.142,0.207,0.0,0.394,0.645,75.016,190428,4
0.547,0.642,6,-7.288,0,0.0371,0.0445,0.0,0.0676,0.6,137.023,164357,4
0.814,0.725,6,-5.85,0,0.0897,0.0162,0.00115,0.279,0.439,163.02,180000,4
0.8,0.795,0,-3.938,1,0.0281,0.376,0.00115,0.493,0.607,92.976,167742,4
0.827,0.419,10,-10.329,0,0.112,0.413,0.0,0.115,0.227,119.974,187250,4
0.59,0.748,7,-6.774,1,0.148,0.0114,0.000128,0.062,0.442,193.938,203143,4
0.854,0.68,8,-7.361,1,0.321,0.0827,9.21e-06,0.15,0.899,155.084,125153,4
0.775,0.754,5,-6.271,1,0.0633,0.00368,6.41e-06,0.11,0.961,105.019,210402,4
0.654,0.777,11,-4.089,1,0.0402,0.0133,6.17e-06,0.67,0.22,128.017,345010,4
0.531,0.879,10,-3.595,1,0.0974,0.0102,0.0882,0.0488,0.093,139.826,192009,4
0.623,0.581,3,-8.448,0,0.116,0.42,0.0,0.111,0.277,157.21,195287,4
0.554,0.865,5,-7.944,0,0.133,0.000442,4.18e-06,0.373,0.384,120.101,177804,4
0.767,0.564,4,-8.0,0,0.305,0.348,0.00135,0.106,0.0849,178.035,239235,4
0.651,0.841,0,-5.099,1,0.0335,0.00563,0.00116,0.19,0.661,119.939,162907,4
0.736,0.502,5,-7.465,1,0.0242,0.223,0.0105,0.0843,0.533,105.003,283840,4
0.18,0.915,0,-6.855,1,0.0946,0.0224,1.43e-05,0.0929,0.101,94.578,215360,1
0.527,0.825,0,-5.711,1,0.0298,0.00355,0.000125,0.172,0.365,99.997,222453,4
0.715,0.572,7,-6.853,1,0.0745,0.0244,0.0,0.26,0.429,113.02,205720,4
0.646,0.772,2,-3.826,1,0.0564,0.000402,0.0,0.102,0.414,117.097,203769,4
0.532,0.868,3,-4.23,0,0.0908,0.011,0.0,0.0584,0.529,110.127,187958,4
0.661,0.651,7,-3.771,0,0.0499,0.117,1.32e-05,0.056,0.368,87.46,202915,4
0.836,0.544,7,-5.975,1,0.0943,0.0403,0.0,0.0824,0.51,97.028,217947,4
0.654,0.796,2,-4.761,0,0.122,0.0188,0.0,0.0948,0.491,108.854,178583,4
0.46,0.828,10,-4.005,0,0.148,0.00475,0.0,0.141,0.419,151.548,227947,4
0.678,0.714,0,-4.924,1,0.0408,0.00795,0.0,0.0827,0.307,109.021,216080,4
0.802,0.481,4,-5.132,0,0.043,0.0856,0.0,0.152,0.468,90.973,171947,4
0.762,0.7,9,-6.021,0,0.0694,0.00261,1.56e-05,0.153,0.608,116.073,209320,4
0.683,0.794,8,-4.558,1,0.0533,0.024,0.0,0.302,0.327,105.941,194107,4
0.426,0.224,6,-8.683,1,0.0391,0.948,0.0,0.112,0.399,85.728,230480,5
0.728,0.824,9,-4.581,0,0.07,0.0688,0.0,0.332,0.894,105.001,220240,4
0.536,0.488,9,-5.752,1,0.0354,0.396,1.44e-05,0.133,0.382,75.761,208689,4
0.579,0.621,1,-8.625,1,0.0445,0.152,4.01e-06,0.0869,0.343,90.354,271935,4
0.703,0.628,5,-6.349,0,0.0284,0.0076,0.0,0.471,0.425,103.983,238827,4
0.589,0.578,8,-5.626,0,0.0454,0.0232,0.0,0.0984,0.38,135.77,228976,4
0.607,0.466,0,-7.562,1,0.0578,0.39,0.0,0.135,0.434,121.741,208321,4
0.707,0.593,5,-8.581,0,0.0949,0.287,0.0,0.15,0.478,123.772,329228,4
0.729,0.225,0,-12.696,1,0.184,0.774,0.0,0.147,0.517,88.373,224387,4
0.691,0.631,2,-6.478,1,0.0368,0.0483,1.13e-05,0.104,0.8,92.004,161124,4
0.543,0.873,10,-5.159,0,0.0803,0.0165,9.45e-05,0.15,0.786,150.891,208973,4
0.521,0.837,5,-4.581,1,0.122,0.000192,0.051,0.0929,0.623,80.027,188834,4
0.21,0.84,0,-4.053,0,0.109,0.00527,0.00117,0.265,0.618,178.905,178267,4
0.343,0.856,2,-4.074,1,0.0404,0.0164,0.0,0.145,0.439,92.815,198053,4
0.358,0.851,8,-3.76,1,0.0549,9.66e-05,0.0,0.363,0.341,146.028,210405,4
0.548,0.816,2,-4.478,1,0.0499,0.0104,0.0543,0.152,0.857,174.993,137760,4
0.452,0.884,0,-5.137,1,0.211,8.78e-05,0.16,0.163,0.594,168.97,213533,4
0.471,0.806,2,-2.92,1,0.0504,0.000575,0.0562,0.0917,0.338,98.069,160747,4
0.443,0.719,5,-5.555,1,0.033,0.0225,0.0,0.227,0.559,155.895,212885,4
0.266,0.956,6,-5.231,1,0.282,0.000304,4.14e-06,0.39,0.3,164.305,156707,4
0.59,0.905,1,-7.106,0,0.0391,0.0813,6.26e-06,0.283,0.947,152.021,229360,4
0.47,0.841,1,-4.646,0,0.0329,4.44e-06,0.00187,0.178,0.284,125.427,169867,4
0.608,0.955,6,-3.361,0,0.0779,0.0212,0.0,0.133,0.879,122.447,211627,4
0.594,0.555,9,-6.689,0,0.0377,0.541,0.151,0.286,0.52,123.069,211227,4
0.321,0.945,4,-4.67,1,0.0566,0.000151,0.00541,0.465,0.317,184.014,129640,4
0.622,0.316,2,-14.387,1,0.0495,0.883,3.38e-05,0.1,0.723,139.334,157000,3
0.833,0.455,2,-6.026,0,0.0699,0.0572,0.00095,0.0491,0.887,96.025,235893,4
0.659,0.591,1,-6.713,1,0.0313,0.441,0.000861,0.0862,0.707,121.14,245640,4
0.621,0.702,4,-6.845,1,0.0295,0.000332,1.49e-05,0.322,0.374,99.808,254510,4
0.616,0.714,9,-7.792,1,0.0982,0.0162,1.23e-05,0.0817,0.24,128.924,234653,4
0.762,0.437,10,-5.581,1,0.0568,0.252,2.86e-06,0.0901,0.217,106.965,189796,4
0.654,0.389,0,-10.053,1,0.0481,0.261,0.0116,0.0891,0.132,123.151,271088,4
0.534,0.218,10,-11.16,0,0.111,0.923,0.0,0.0944,0.345,76.715,171728,4
0.362,0.327,11,-11.86,1,0.0512,0.158,8.61e-06,0.0678,0.114,112.999,178639,4
0.418,0.281,7,-8.035,1,0.0379,0.75,0.0,0.322,0.283,128.287,216611,3
0.587,0.442,0,-10.395,1,0.0506,0.225,2.72e-05,0.0801,0.158,124.881,277506,4
0.533,0.272,0,-12.119,1,0.0669,0.877,0.0,0.107,0.266,77.651,136020,4
0.621,0.574,1,-5.325,0,0.0555,0.00289,3.04e-05,0.128,0.537,104.344,221874,4
0.762,0.552,0,-8.632,1,0.0594,0.0144,0.000242,0.236,0.414,90.003,198907,4
0.506,0.478,2,-8.373,1,0.0386,0.0939,0.00235,0.132,0.204,184.032,234286,4
0.731,0.624,1,-10.522,1,0.0731,0.618,0.369,0.116,0.258,111.043,246755,4
0.691,0.575,6,-7.431,1,0.102,0.159,0.0,0.271,0.402,99.984,193059,4
0.69,0.383,1,-8.78,1,0.0395,0.265,0.0,0.272,0.27,143.959,210738,4
0.284,0.36,0,-12.129,1,0.0578,0.671,0.00452,0.0773,0.0994,175.785,188133,4
0.649,0.313,6,-9.097,0,0.035,0.661,4.68e-05,0.139,0.0953,114.052,216600,4
0.624,0.854,0,-4.833,1,0.0421,0.013,0.000616,0.331,0.751,103.892,190187,4
0.695,0.806,2,-4.119,1,0.142,0.101,0.00012,0.37,0.635,81.151,216960,4
0.574,0.931,0,-3.96,0,0.0411,0.0509,1.96e-05,0.306,0.527,127.985,181267,4
0.648,0.747,0,-5.794,0,0.0308,0.0527,0.000596,0.205,0.958,94.469,209773,4
0.525,0.811,9,-6.607,1,0.0406,0.00236,1.1e-05,0.417,0.594,120.681,200320,4
0.637,0.725,9,-7.819,1,0.093,0.0286,0.000674,0.262,0.473,102.083,261333,4
0.51,0.825,10,-6.865,0,0.122,0.00272,0.143,0.203,0.756,167.626,235213,4
0.475,0.852,4,-5.103,1,0.0577,0.00614,0.0,0.282,0.901,184.738,186293,4
0.676,0.836,4,-5.894,1,0.0396,0.00438,3.78e-06,0.217,0.797,126.594,211720,4
0.563,0.648,4,-5.592,1,0.0277,0.201,0.0,0.111,0.469,132.731,129707,4
0.631,0.91,0,-4.932,1,0.0645,0.197,0.0,0.711,0.707,109.28,177373,4
0.778,0.849,4,-7.527,0,0.069,0.0115,0.000116,0.0707,0.123,119.288,271440,4
0.474,0.912,9,-4.278,0,0.18,0.000196,8.47e-06,0.0989,0.335,139.458,251560,4
0.233,0.716,9,-5.069,1,0.0474,0.000285,0.0,0.152,0.333,161.214,266760,4
0.267,0.98,11,-3.892,0,0.151,0.000492,0.0,0.0704,0.385,185.2,127960,4
0.788,0.742,7,-6.36,1,0.291,0.316,0.0,0.492,0.656,90.03,203739,4
0.553,0.871,9,-5.162,1,0.246,0.155,0.0,0.409,0.721,166.154,199245,4
0.742,0.846,7,-6.182,1,0.063,0.0231,0.000641,0.249,0.293,109.941,176849,4
0.615,0.742,11,-4.93,0,0.326,0.189,0.0,0.838,0.252,139.645,171780,4
0.485,0.465,6,-9.841,0,0.363,0.66,1.91e-06,0.43,0.306,173.433,182849,4
0.746,0.646,2,-7.775,1,0.0549,0.245,0.0193,0.227,0.11,125.918,205098,4
0.681,0.906,6,-5.275,1,0.351,0.0627,0.0,0.859,0.539,139.771,232582,4
0.792,0.459,7,-6.956,1,0.334,0.857,0.000605,0.148,0.184,96.154,191159,4
0.499,0.54,1,-8.978,0,0.0888,0.901,0.0,0.167,0.545,78.311,215385,4
0.529,0.827,2,-4.649,1,0.32,0.0259,0.0,0.829,0.506,92.193,149965,4
0.538,0.646,9,-4.994,1,0.058,0.0349,1.99e-06,0.134,0.294,167.922,140559,4
0.566,0.848,1,-4.943,1,0.131,0.176,0.0,0.756,0.371,122.863,145261,4
0.78,0.455,7,-12.565,1,0.146,0.085,0.209,0.115,0.274,113.075,147620,4
0.57,0.712,7,-5.916,1,0.397,0.157,1.85e-06,0.171,0.499,81.324,183687,4
0.794,0.717,9,-6.277,1,0.209,0.401,0.0,0.0927,0.437,98.141,157710,4
0.58,0.855,1,-4.68,1,0.167,0.0201,5.64e-05,0.205,0.0423,180.188,147831,4
0.812,0.402,1,-6.594,1,0.0697,0.0414,0.0,0.0998,0.261,85.044,203833,4
0.52,0.712,4,-5.532,0,0.0436,0.237,0.0,0.212,0.195,96.948,194904,4
0.544,0.383,3,-10.143,0,0.0334,0.67,0.00204,0.125,0.367,145.025,302827,4
0.553,0.635,10,-6.06,0,0.0294,0.208,0.000672,0.076,0.45,108.38,197523,4
0.569,0.541,3,-9.225,1,0.0285,0.315,0.0031,0.197,0.455,112.959,172507,4
